Keyword,Traffic Score,Jacard Score,Cosine Score,BERT Score,BLEU-2 Score,BLEU-4 Score,ROUGE-1 Score,Search Volume,Competitor Score,CPC
sony カメラ,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
sony a7,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー ミラーレス,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー デジタル カメラ,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー 一眼 カメラ,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー α カメラ,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー フルサイズ ミラーレス,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー 高解像度 カメラ,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー 高速連写 カメラ,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー α7R V,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー α7CM2,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー α700,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー 高感度 カメラ,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー 高露出補正 カメラ,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー 高ホワイトバランス カメラ,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー 高シャッター速度 カメラ,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー 高解像度 ミラーレス,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー 高画素 カメラ,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー 風景撮影 カメラ,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー コンパクト カメラ,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー 高画質 カメラ,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー プロフェッショナルカムコーダー,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー フルサイズミラーレス,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー Exmor R,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー BIONZ XR,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
ソニー 5軸ボディ内手ブレ補正,1427.5777777777778,0.04843137254901961,0.8387809928920533,0.620790421962738,0.08898902820707436,0.027079398671448054,0.4415584415584415,1855.5555555555557,97.64444444444445,0.2706666666666667
